407	0
674	1
852	2
922	3
1024	4
1338	5
1951	6
2179	7
2862	8
3542	9
3946	10
4540	11
4695	12
4974	13
5102	14
5240	15
7693	16
8325	17
8364	18
10422	19
10532	20
10809	21
10991	22
11098	23
11172	24
11178	25
11420	26
11530	27
12206	28
12470	29
12524	30
12653	31
12702	32
13303	33
17363	34
21563	35
32063	36
34193	37
35533	38
43793	39
43813	40
51423	41
51963	42
56763	43
64573	44
66483	45
69093	46
69223	47
70943	48
72313	49
73343	50
77263	51
81323	52
100143	53
124033	54
169893	55
191813	56
254073	57
288383	58
289403	59
315143	60
371183	61
392123	62
474143	63
496693	64
562233	65
571093	66
587623	67
606983	68
607863	69
610273	70
616093	71
619483	72
619753	73
624613	74
625303	75
626953	76
637163	77
639863	78
643513	79
644403	80
646793	81
647253	82
652983	83
659613	84
662453	85
666833	86
678893	87
684803	88
686263	89
687513	90
688973	91
690433	92
699393	93
701233	94
701643	95
704463	96
709073	97
710313	98
714303	99
720083	100
729303	101
732683	102
740403	103
741033	104
743943	105
748893	106
753483	107
754491	108
755031	109
755258	110
756072	111
756074	112
756238	113
756761	114
756937	115
757291	116
759274	117
759702	118
761709	119
761960	120
762718	121
763060	122
765503	123
765966	124
767531	125
769381	126
771552	127
774745	128
775278	129
775464	130
777917	131
779570	132
783224	133
786937	134
787867	135
787932	136
790465	137
791438	138
793168	139
795058	140
795844	141
799324	142
799913	143
806057	144
807381	145
807501	146
807594	147
807696	148
808207	149
808520	150
810926	151
812064	152
812460	153
813003	154
815143	155
816221	156
816514	157
816693	158
817319	159
820220	160
821643	161
822070	162
822261	163
824069	164
826501	165
852141	166
862441	167
873141	168
881141	169
882021	170
891261	171
924631	172
942171	173
945181	174
946361	175
962631	176
982721	177
984641	178
985901	179
1040411	180
1041551	181
1045441	182
1046841	183
1056731	184
1070441	185
1077851	186
1084161	187
1086371	188
1088601	189
1091591	190
1100351	191
1112351	192
1115751	193
1126091	194
1130531	195
1168321	196
1175301	197
1176321	198
1179281	199
1224901	200
1226041	201
1231371	202
1239611	203
1253111	204
1266471	205
1268751	206
1283241	207
1290931	208
1310271	209
1310341	210
1312381	211
1322481	212
1370941	213
1415491	214
1418631	215
1422041	216
1423281	217
1465161	218
1466381	219
1489531	220
1493241	221
1509451	222
1515861	223
1548431	224
1552651	225
1583021	226
1590221	227
1662631	228
1688721	229
1706001	230
1753281	231
1777941	232
1810821	233
1812341	234
1813471	235
1818201	236
1838081	237
1859671	238
1876991	239
1921111	240
1965681	241
2028951	242
2031341	243
2050011	244
2079281	245
2085351	246
2111931	247
2117911	248
2132631	249
2134521	250
2137371	251
2139711	252
2141321	253
2150891	254
2169831	255
2176411	256
2186371	257
2238391	258
2247651	259
2323991	260
2332491	261
2354081	262
2376141	263
2384201	264
2453021	265
2461991	266
2477461	267
2501471	268
2504281	269
2534761	270
2549371	271
2562581	272
2567801	273
2577721	274
2584761	275
2596431	276
2617641	277
2655441	278
2682541	279
2689861	280
2695901	281
2702431	282
2744881	283
2749781	284
2778411	285
2778541	286
2786671	287
2802291	288
2830931	289
2857771	290
2862331	291
2872751	292
2874861	293
2876601	294
2889281	295
2898391	296
2916451	297
2934311	298
2984311	299
2995261	300
2997531	301
3027101	302
3045551	303
3050471	304
3057761	305
3066791	306
3076051	307
3078001	308
3081051	309
3096101	310
3110191	311
3135061	312
3140561	313
3144621	314
3158101	315
3159511	316
3162781	317
3165611	318
3170611	319
3221061	320
3221241	321
3241851	322
3246441	323
3269701	324
3276271	325
3287051	326
3300491	327
3311041	328
3315841	329
3317821	330
3319031	331
3331401	332
3363531	333
3394771	334
3409701	335
3431101	336
3461871	337
3479011	338
3485371	339
3489461	340
3498911	341
3516351	342
3538091	343
3549571	344
3566081	345
3579111	346
3611011	347
3614401	348
3625301	349
3637651	350
3650511	351
3685161	352
3739931	353
3744651	354
3746331	355
3756241	356
3775801	357
3791351	358
3803171	359
3829611	360
3875091	361
3880481	362
3890241	363
3895021	364
3902811	365
3921511	366
3922221	367
3936591	368
3962191	369
4015171	370
4027191	371
4055851	372
4059031	373
4065921	374
4067971	375
4103881	376
4113061	377
4123761	378
4144821	379
4149861	380
4155531	381
4163291	382
4165671	383
4203411	384
4280801	385
4281161	386
4295571	387
4296211	388
4302221	389
4361771	390
4371841	391
4382851	392
4391381	393
4429171	394
4431081	395
4447701	396
4460111	397
4484131	398
4544181	399
4570851	400
4579281	401
4627741	402
4637511	403
4664571	404
4701601	405
4727171	406
4809731	407
4833981	408
4836211	409
4844271	410
4850961	411
4852881	412
4874061	413
4897761	414
4907791	415
4952621	416
4956751	417
5038041	418
5045401	419
5091141	420
5097211	421
5156551	422
5171021	423
5172201	424
5179491	425
5254881	426
5309542	427
5352672	428
5368842	429
5387872	430
5404712	431
5407632	432
5413572	433
5423502	434
5426732	435
5427422	436
5441442	437
5448312	438
5476082	439
5476902	440
5499212	441
5500892	442
5504652	443
5506872	444
5513082	445
